,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
11,10,1018.1,,16.7,,69,2.5,7,,,0.0,,,,
12,11,1017.9,,17.0,,67,4.2,7,,,0.0,,,,
13,12,1017.2,,17.6,,66,3.5,16,,,0.0,,,,
14,13,1016.5,,18.2,,67,2.8,18,,,0.0,,,,
15,14,1015.9,,19.1,,64,3.9,12,,,0.0,,,,
16,15,1015.7,,19.1,,65,4.6,1,,,0.0,,,,
17,16,1016.2,,18.6,,66,4.9,7,,,0.0,,,,
18,17,1016.5,,17.7,,67,5.7,7,,,0.0,,,,
19,18,1016.7,,16.5,,70,5.6,7,,,0.0,,,,
20,19,1016.7,,15.7,,75,4.1,7,,,0.0,,,,
21,20,1017.1,,15.2,,78,3.4,3,,,0.0,,,,
22,21,1017.3,,14.7,,80,2.3,8,,,0.0,,,,
23,22,1017.5,,14.1,,84,1.7,1,,,0.0,,,,
24,23,1017.3,,13.8,,85,1.3,8,,,0.0,,,,
25,24,1017.2,,13.5,,87,X,X,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-02-28,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1016.5,,13.7,,85,0.0,0,,,0.0,,,,
3,2,1016.9,,12.9,,90,1.7,311,,,0.0,,,,
4,3,1016.9,,13.8,,86,1.4,33,,,0.0,,,,
5,4,1016.7,,14.0,,87,0.3,78,,,0.0,,,,
6,5,1016.4,,13.7,,89,X,X,,,0.0,,,,
7,6,1016.9,,13.3,,92,1.2,327,,,0.0,,,,
8,7,1017.4,,13.3,,91,2.0,6,,,0.0,,,,
9,8,1017.4,,15.2,,79,1.4,51,,,0.0,,,,
10,9,1017.2,,17.8,,71,0.0,0,,,0.0,,,,
11,10,1017.0,,18.4,,68,1.1,310,,,0.0,,,,
12,11,1016.7,,19.9,,65,2.1,329,,,0.0,,,,
13,12,1015.9,,20.7,,62,2.9,312,,,0.0,,,,
14,13,1015.0,,19.8,,71,5.2,2,,,0.0,,,,
15,14,1014.0,,20.1,,71,4.8,360,,,0.0,,,,
16,15,1013.2,,20.5,,71,4.0,350,,,0.0,,,,
17,16,1012.7,,20.7,,65,2.8,349,,,0.0,,,,
18,17,1012.7,,19.1,,75,4.8,348,,,0.0,,,,
19,18,1013.4,,17.3,,81,5.7,1,,,0.0,,,,
20,19,1013.9,,16.7,,84,6.1,5,,,0.0,,,,
21,20,1014.3,,16.5,,80,3.4,24,,,0.0,,,,
22,21,1014.7,,16.2,,83,3.0,359,,,0.0,,,,
23,22,1014.8,,15.9,,85,2.9,357,,,0.0,,,,
24,23,1014.8,,15.7,,87,3.8,11,,,0.0,,,,
25,24,X,,X,,X,X,X,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-02-29,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,
6,5,,,,,,,,,,,,,,
7,6,,,,,,,,,,,,,,
8,7,,,,,,,,,,,,,,
9,8,,,,,,,,,,,,,,
10,9,,,,,,,,,,,,,,
11,10,,,,,,,,,,,,,,
12,11,,,,,,,,,,,,,,
13,12,,,,,,,,,,,,,,
14,13,,,,,,,,,,,,,,
15,14,,,,,,,,,,,,,,
16,15,,,,,,,,,,,,,,
17,16,,,,,,,,,,,,,,
18,17,,,,,,,,,,,,,,
19,18,,,,,,,,,,,,,,
20,19,,,,,,,,,,,,,,
21,20,,,,,,,,,,,,,,
22,21,,,,,,,,,,,,,,
23,22,,,,,,,,,,,,,,
24,23,,,,,,,,,,,,,,
25,24,,,,,,,,,,,,,,
0,測站:C0K440_二崙,,觀測時間:2017-02-30,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,
6,5,,,,,,,,,,,,,,
7,6,,,,,,,,,,,,,,
8,7,,,,,,,,,,,,,,
9,8,,,,,,,,,,,,,,
10,9,,,,,,,,,,,,,,
11,10,,,,,,,,,,,,,,
12,11,,,,,,,,,,,,,,
13,12,,,,,,,,,,,,,,
14,13,,,,,,,,,,,,,,
15,14,,,,,,,,,,,,,,
16,15,,,,,,,,,,,,,,
17,16,,,,,,,,,,,,,,
18,17,,,,,,,,,,,,,,
19,18,,,,,,,,,,,,,,
20,19,,,,,,,,,,,,,,
21,20,,,,,,,,,,,,,,
22,21,,,,,,,,,,,,,,
23,22,,,,,,,,,,,,,,
24,23,,,,,,,,,,,,,,
25,24,,,,,,,,,,,,,,
0,測站:C0K440_二崙,,觀測時間:2017-02-31,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,
6,5,,,,,,,,,,,,,,
7,6,,,,,,,,,,,,,,
8,7,,,,,,,,,,,,,,
9,8,,,,,,,,,,,,,,
10,9,,,,,,,,,,,,,,
11,10,,,,,,,,,,,,,,
12,11,,,,,,,,,,,,,,
13,12,,,,,,,,,,,,,,
14,13,,,,,,,,,,,,,,
15,14,,,,,,,,,,,,,,
16,15,,,,,,,,,,,,,,
17,16,,,,,,,,,,,,,,
18,17,,,,,,,,,,,,,,
19,18,,,,,,,,,,,,,,
20,19,,,,,,,,,,,,,,
21,20,,,,,,,,,,,,,,
22,21,,,,,,,,,,,,,,
23,22,,,,,,,,,,,,,,
24,23,,,,,,,,,,,,,,
25,24,,,,,,,,,,,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-01,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1015.1,,15.5,,85,3.1,355,,,0.0,,,,
3,2,1014.7,,15.6,,85,3.7,23,,,0.0,,,,
4,3,1014.7,,15.7,,85,3.1,20,,,0.0,,,,
5,4,1014.6,,15.8,,83,4.5,13,,,0.0,,,,
6,5,1014.7,,16.0,,85,4.2,18,,,0.0,,,,
7,6,1014.9,,15.7,,85,3.2,6,,,0.0,,,,
8,7,1015.1,,15.7,,84,4.1,5,,,0.0,,,,
9,8,1015.2,,16.7,,78,3.8,11,,,0.0,,,,
10,9,1015.5,,17.8,,75,3.2,2,,,0.0,,,,
11,10,1015.3,,18.6,,71,3.7,352,,,0.0,,,,
12,11,1014.9,,19.7,,70,4.9,359,,,0.0,,,,
13,12,1014.3,,19.7,,68,6.3,357,,,0.0,,,,
14,13,1013.4,,19.5,,74,7.0,360,,,0.0,,,,
15,14,1012.5,,19.6,,69,6.4,357,,,0.0,,,,
16,15,1012.1,,19.7,,67,6.0,356,,,0.0,,,,
17,16,1012.0,,20.0,,63,4.1,358,,,0.0,,,,
18,17,1012.0,,19.7,,68,4.1,355,,,0.0,,,,
19,18,1012.7,,18.8,,76,3.3,348,,,0.0,,,,
20,19,1012.9,,18.0,,81,3.4,7,,,0.0,,,,
21,20,1013.4,,17.6,,83,3.3,8,,,0.0,,,,
22,21,1013.6,,17.1,,85,2.5,1,,,0.0,,,,
23,22,1013.9,,17.0,,83,3.3,11,,,0.0,,,,
24,23,1013.9,,16.5,,83,1.8,9,,,0.0,,,,
25,24,1014.0,,15.9,,84,2.0,12,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-02,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1013.9,,16.0,,77,3.3,17,,,0.0,,,,
3,2,1013.6,,15.7,,82,2.4,8,,,0.0,,,,
4,3,1012.9,,15.9,,85,2.4,7,,,0.0,,,,
5,4,1012.5,,15.2,,89,1.8,354,,,0.0,,,,
6,5,1012.8,,16.3,,89,4.2,6,,,0.0,,,,
7,6,1013.6,,16.1,,63,6.6,17,,,0.0,,,,
8,7,1014.4,,15.3,,73,6.2,11,,,0.0,,,,
9,8,1015.0,,16.2,,73,4.1,17,,,0.0,,,,
10,9,1015.1,,16.7,,66,6.5,7,,,0.0,,,,
11,10,1015.1,,18.1,,61,5.9,7,,,0.0,,,,
12,11,1014.5,,19.1,,57,6.1,11,,,0.0,,,,
13,12,1013.8,,20.0,,56,6.4,8,,,0.0,,,,
14,13,1013.0,,20.2,,55,7.0,5,,,0.0,,,,
15,14,1012.3,,19.5,,57,8.7,4,,,0.0,,,,
16,15,1011.9,,19.1,,58,8.8,9,,,0.0,,,,
17,16,1012.1,,18.5,,61,7.6,4,,,0.0,,,,
18,17,1012.4,,17.8,,59,7.7,7,,,0.0,,,,
19,18,1012.9,,16.5,,60,6.3,5,,,0.0,,,,
20,19,1013.4,,15.6,,60,6.0,7,,,0.0,,,,
21,20,1014.1,,14.6,,63,4.5,6,,,0.0,,,,
22,21,1014.2,,13.8,,65,5.2,9,,,0.0,,,,
23,22,1014.6,,13.2,,68,3.2,9,,,0.0,,,,
24,23,1014.5,,12.8,,69,2.6,7,,,0.0,,,,
25,24,1014.4,,12.5,,71,2.1,10,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-03,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1014.2,,12.4,,71,2.7,8,,,0.0,,,,
3,2,1013.7,,11.9,,76,1.9,3,,,0.0,,,,
4,3,1013.5,,11.7,,78,2.2,3,,,0.0,,,,
5,4,1013.4,,11.7,,79,2.5,10,,,0.0,,,,
6,5,1013.3,,11.3,,82,1.7,26,,,0.0,,,,
7,6,1013.5,,11.2,,83,0.7,23,,,0.0,,,,
8,7,1013.9,,11.9,,80,2.1,33,,,0.0,,,,
9,8,1014.3,,12.9,,76,2.0,1,,,0.0,,,,
10,9,1014.5,,14.7,,73,1.9,15,,,0.0,,,,
11,10,1014.3,,17.1,,64,1.6,27,,,0.0,,,,
12,11,1014.1,,18.1,,58,2.7,355,,,0.0,,,,
13,12,1013.5,,19.1,,57,3.3,357,,,0.0,,,,
14,13,1012.7,,19.8,,61,5.0,11,,,0.0,,,,
15,14,1011.7,,19.9,,60,4.8,2,,,0.0,,,,
16,15,1010.9,,20.2,,59,4.4,5,,,0.0,,,,
17,16,1010.6,,20.1,,65,5.3,10,,,0.0,,,,
18,17,1010.7,,19.6,,67,4.2,359,,,0.0,,,,
19,18,1010.8,,18.5,,73,3.0,360,,,0.0,,,,
20,19,1011.0,,17.8,,79,3.0,360,,,0.0,,,,
21,20,1011.4,,17.9,,77,2.5,14,,,0.0,,,,
22,21,1011.6,,17.8,,78,2.9,17,,,0.0,,,,
23,22,1011.9,,17.6,,80,2.1,352,,,0.0,,,,
24,23,1011.9,,17.7,,77,0.8,343,,,0.0,,,,
25,24,1011.5,,17.6,,79,1.2,342,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-04,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1011.8,,17.6,,83,1.0,303,,,0.0,,,,
3,2,1011.7,,17.6,,87,1.7,15,,,0.0,,,,
4,3,1011.7,,17.4,,92,2.3,14,,,0.0,,,,
5,4,1011.3,,16.8,,97,2.4,22,,,0.0,,,,
6,5,1011.4,,16.6,,98,1.8,4,,,0.0,,,,
7,6,1011.8,,16.2,,99,2.1,15,,,0.0,,,,
8,7,1012.4,,16.0,,99,2.1,8,,,0.0,,,,
9,8,1012.3,,17.4,,87,3.1,15,,,0.0,,,,
10,9,1012.0,,19.3,,74,2.0,25,,,0.0,,,,
11,10,1012.0,,20.5,,65,3.0,347,,,0.0,,,,
12,11,1011.6,,22.2,,54,3.2,5,,,0.0,,,,
13,12,1010.8,,23.1,,59,1.8,326,,,0.0,,,,
14,13,1009.8,,23.1,,66,3.7,342,,,0.0,,,,
15,14,1009.1,,22.7,,64,4.2,338,,,0.0,,,,
16,15,1008.5,,22.3,,66,4.5,357,,,0.0,,,,
17,16,1008.7,,23.2,,56,3.1,336,,,0.0,,,,
18,17,1009.0,,22.3,,67,3.9,349,,,0.0,,,,
19,18,1009.4,,21.5,,71,2.3,5,,,0.0,,,,
20,19,1009.7,,20.6,,78,1.0,341,,,0.0,,,,
21,20,1010.1,,19.7,,86,0.9,351,,,0.0,,,,
22,21,1010.5,,19.6,,87,0.7,344,,,0.0,,,,
23,22,1010.2,,19.9,,87,0.0,0,,,0.0,,,,
24,23,1010.2,,20.0,,87,X,X,,,0.0,,,,
25,24,1010.0,,19.5,,90,0.0,0,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-05,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1009.2,,19.1,,87,0.7,152,,,0.0,,,,
3,2,1009.4,,18.6,,92,0.6,275,,,0.0,,,,
4,3,1009.5,,18.1,,97,0.8,9,,,0.0,,,,
5,4,1009.4,,17.7,,97,1.0,38,,,0.0,,,,
6,5,1009.7,,17.6,,90,1.2,111,,,0.0,,,,
7,6,1009.8,,17.9,,90,1.5,94,,,0.0,,,,
8,7,1010.1,,18.4,,85,1.3,148,,,0.0,,,,
9,8,1010.5,,19.4,,82,0.5,135,,,0.0,,,,
10,9,1010.7,,22.9,,67,0.0,0,,,0.0,,,,
11,10,1010.3,,24.3,,67,1.9,194,,,0.0,,,,
12,11,1009.8,,25.2,,61,2.0,239,,,0.0,,,,
13,12,1008.7,,26.4,,56,2.8,224,,,0.0,,,,
14,13,1007.6,,27.2,,51,2.0,232,,,0.0,,,,
15,14,1006.8,,27.5,,51,2.6,238,,,0.0,,,,
16,15,1006.7,,26.6,,51,3.2,244,,,0.0,,,,
17,16,1006.4,,26.0,,55,1.8,295,,,0.0,,,,
18,17,1006.4,,25.6,,58,1.6,291,,,0.0,,,,
19,18,1006.8,,24.4,,72,1.3,250,,,0.0,,,,
20,19,1007.0,,23.6,,80,0.9,228,,,0.0,,,,
21,20,1007.1,,23.0,,84,1.2,205,,,0.0,,,,
22,21,1007.4,,22.7,,86,0.9,236,,,0.0,,,,
23,22,1007.6,,22.5,,87,2.1,192,,,0.0,,,,
24,23,1007.9,,22.6,,86,0.8,173,,,0.0,,,,
25,24,1008.0,,22.5,,84,1.3,170,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-06,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1007.8,,22.0,,85,1.2,154,,,0.0,,,,
3,2,1007.7,,21.5,,91,0.8,180,,,0.0,,,,
4,3,1007.6,,20.9,,97,0.3,68,,,1.0,,,,
5,4,1007.7,,20.4,,99,1.2,29,,,1.0,,,,
6,5,1008.0,,20.0,,99,0.5,247,,,4.5,,,,
7,6,1009.4,,17.9,,95,8.4,13,,,2.5,,,,
8,7,1010.1,,17.7,,94,3.7,24,,,0.5,,,,
9,8,1010.3,,18.3,,90,1.7,28,,,0.0,,,,
10,9,1010.5,,18.8,,89,3.8,9,,,0.0,,,,
11,10,1010.5,,18.9,,86,6.4,357,,,0.0,,,,
12,11,1009.9,,18.7,,83,8.1,11,,,0.0,,,,
13,12,1009.4,,18.6,,79,8.7,7,,,0.0,,,,
14,13,1008.8,,19.4,,79,8.0,8,,,0.0,,,,
15,14,1008.1,,19.3,,76,7.9,9,,,0.0,,,,
16,15,1007.9,,19.1,,74,8.7,10,,,0.0,,,,
17,16,1008.1,,18.3,,76,7.9,8,,,0.0,,,,
18,17,1008.0,,17.7,,77,6.1,7,,,0.0,,,,
19,18,1008.9,,16.6,,79,7.7,4,,,0.0,,,,
20,19,1009.8,,15.6,,83,6.0,9,,,0.0,,,,
21,20,1010.3,,15.4,,82,7.0,9,,,0.0,,,,
22,21,1010.9,,15.3,,83,4.6,8,,,0.0,,,,
23,22,1011.3,,15.3,,83,4.4,6,,,0.0,,,,
24,23,1011.3,,15.1,,82,5.3,8,,,0.0,,,,
25,24,1011.1,,15.1,,83,4.8,8,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-07,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1011.3,,14.9,,83,4.3,8,,,0.0,,,,
3,2,1010.9,,14.9,,83,5.2,20,,,0.0,,,,
4,3,1010.8,,14.8,,83,4.3,11,,,0.0,,,,
5,4,1010.3,,14.8,,79,5.2,10,,,0.0,,,,
6,5,1010.8,,14.7,,78,4.7,21,,,0.0,,,,
7,6,1011.7,,14.6,,80,3.1,1,,,0.0,,,,
8,7,1011.8,,14.6,,78,3.1,9,,,0.0,,,,
9,8,1012.5,,14.7,,75,3.8,5,,,0.0,,,,
10,9,1013.1,,15.0,,74,4.1,17,,,0.0,,,,
11,10,1013.3,,14.9,,71,5.6,14,,,0.0,,,,
12,11,1012.6,,15.9,,69,3.9,22,,,0.0,,,,
13,12,1012.2,,17.0,,67,4.4,360,,,0.0,,,,
14,13,1011.9,,16.6,,69,4.8,360,,,0.0,,,,
15,14,1011.5,,15.9,,69,5.8,5,,,0.0,,,,
16,15,1010.9,,15.1,,74,6.7,15,,,0.0,,,,
17,16,1011.0,,15.1,,77,4.6,7,,,0.0,,,,
18,17,1011.6,,14.5,,79,6.3,11,,,0.0,,,,
19,18,1012.2,,14.3,,82,4.8,10,,,0.0,,,,
20,19,1012.6,,13.8,,88,3.5,10,,,0.0,,,,
21,20,1012.9,,13.8,,90,2.4,25,,,0.0,,,,
22,21,1013.7,,14.2,,89,3.0,342,,,0.0,,,,
23,22,1013.8,,14.0,,90,4.5,9,,,0.0,,,,
24,23,1013.8,,13.9,,89,2.4,22,,,0.0,,,,
25,24,1013.3,,13.7,,89,2.3,4,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-08,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1013.1,,13.7,,90,2.6,352,,,0.0,,,,
3,2,1012.9,,13.9,,91,2.9,11,,,0.0,,,,
4,3,1012.2,,14.0,,86,4.0,9,,,0.0,,,,
5,4,1011.6,,14.1,,84,2.9,23,,,0.0,,,,
6,5,1012.7,,14.1,,84,3.4,360,,,0.0,,,,
7,6,1012.8,,14.1,,81,5.0,21,,,0.0,,,,
8,7,1012.7,,13.9,,87,1.6,58,,,0.0,,,,
9,8,1014.0,,13.6,,94,2.3,317,,,0.5,,,,
10,9,1014.1,,13.4,,97,3.7,6,,,1.5,,,,
11,10,1014.4,,13.3,,97,2.1,31,,,0.5,,,,
12,11,1015.0,,13.3,,97,3.0,350,,,1.0,,,,
13,12,1014.2,,13.7,,99,3.0,16,,,1.0,,,,
14,13,1013.9,,13.7,,96,2.6,342,,,0.5,,,,
15,14,1012.5,,13.7,,96,2.3,51,,,1.0,,,,
16,15,1012.1,,14.4,,95,2.8,24,,,0.0,,,,
17,16,1011.7,,14.8,,92,2.2,20,,,0.0,,,,
18,17,1011.8,,15.5,,90,3.1,360,,,0.0,,,,
19,18,1012.3,,15.4,,83,3.9,9,,,0.0,,,,
20,19,1012.9,,15.1,,81,3.4,10,,,0.0,,,,
21,20,1013.3,,14.8,,82,2.4,15,,,0.0,,,,
22,21,1013.3,,14.7,,78,3.3,8,,,0.0,,,,
23,22,1013.7,,14.5,,80,3.3,8,,,0.0,,,,
24,23,1013.7,,14.5,,81,0.8,46,,,0.0,,,,
25,24,1013.4,,14.4,,85,0.9,318,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-09,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1013.1,,14.2,,86,0.0,0,,,0.0,,,,
3,2,1013.1,,14.3,,86,0.9,322,,,0.0,,,,
4,3,1012.9,,14.3,,90,0.7,58,,,0.0,,,,
5,4,1012.8,,14.4,,91,0.3,324,,,0.0,,,,
6,5,1012.8,,14.2,,93,0.0,0,,,0.0,,,,
7,6,1012.2,,13.9,,96,0.4,352,,,0.0,,,,
8,7,1012.8,,14.1,,97,1.0,29,,,0.0,,,,
9,8,1013.4,,15.1,,93,1.5,350,,,0.0,,,,
10,9,1013.4,,17.7,,82,0.8,22,,,0.0,,,,
11,10,1013.1,,20.0,,73,0.5,29,,,0.0,,,,
12,11,1013.0,,20.5,,70,1.6,310,,,0.0,,,,
13,12,1012.4,,19.6,,75,2.7,334,,,0.0,,,,
14,13,1011.8,,19.5,,76,1.8,347,,,0.0,,,,
15,14,1011.2,,19.0,,80,2.8,352,,,0.0,,,,
16,15,1010.2,,19.6,,74,1.9,351,,,0.0,,,,
17,16,1009.7,,20.2,,72,1.6,359,,,0.0,,,,
18,17,1010.1,,20.1,,73,1.4,346,,,0.0,,,,
19,18,1010.8,,19.8,,75,1.8,340,,,0.0,,,,
20,19,1011.0,,19.1,,84,2.2,346,,,0.0,,,,
21,20,1010.9,,18.8,,83,1.9,31,,,0.0,,,,
22,21,1011.5,,18.7,,86,0.9,347,,,0.0,,,,
23,22,1011.2,,18.7,,87,0.8,87,,,0.0,,,,
24,23,1010.7,,18.7,,86,0.5,169,,,0.0,,,,
25,24,1010.3,,18.4,,91,0.0,0,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-03-10,,,,,,,,,,,,
