觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,全天空日射量  (MJ/㎡)  GloblRad,積溫,成長百分比
17-2-6 4時,1013.4,1016.2,21,14.5,66,8.4,60,22.1,10,0,702.12083,0.53871
17-2-6 5時,1013.5,1016.3,21.1,13.7,63,7.8,60,21.9,80,0,702.42917,0.53903
17-2-6 6時,1013.9,1016.7,20.9,13.5,63,8.4,60,18.2,70,0,702.72917,0.53935
17-2-6 7時,1014.5,1017.3,20.5,13.7,65,4.8,40,14.2,40,0,703.02500,0.53967
17-2-6 8時,1014.5,1017.3,20.6,13.2,63,4,40,11.6,20,0,703.31250,0.53999
17-2-6 9時,1014.4,1017.2,20.6,12.9,61,3.2,30,8.9,50,0,703.59375,0.54031
17-2-6 10時,1014.7,1017.5,20.6,13.1,62,3.8,10,10.2,350,0,703.87917,0.54063
17-2-6 11時,1015.1,1017.9,20.5,12.7,61,2.1,20,12.8,30,0,704.15417,0.54095
17-2-6 12時,1015.5,1018.3,20.5,13.1,63,3.7,40,10.4,50,0,704.43750,0.54127
17-2-6 13時,1015.5,1018.3,21.1,12.9,59,3.8,40,13.5,70,0.3,704.72917,0.54159
17-2-6 14時,1015.1,1017.9,22.1,12.9,56,6.9,50,16.8,100,1.03,705.04167,0.54191
17-2-6 15時,1015.2,1018,23,13.5,55,5.3,50,17.4,10,1.81,705.38542,0.54223
17-2-6 16時,1014.9,1017.7,23.4,13,52,7,60,16.4,60,2.4,705.72708,0.54255
17-2-6 17時,1014,1016.8,23.7,12,48,5.1,40,14.7,90,2.47,706.05417,0.54287
17-2-6 18時,1013.3,1016.1,24.1,11.8,46,6.6,40,14.5,50,2.52,706.38542,0.54319
17-2-6 19時,1013,1015.8,24.2,12.9,49,5.3,50,12.9,40,2.4,706.74167,0.54351
17-2-6 20時,1012.9,1015.7,24.1,12.6,49,6.2,50,14.4,50,1.98,707.08958,0.54383
17-2-6 21時,1012.8,1015.6,23.9,12.9,50,4.4,70,12.9,80,1.4,707.43958,0.54415
17-2-6 22時,1013.1,1015.9,22.7,12.8,54,4.9,50,10.6,80,0.68,707.76250,0.54447
17-2-6 23時,1013.3,1016.1,22.1,12.1,53,4,60,9.2,50,0.02,708.05833,0.54479
17-2-7 0時,1013.5,1016.3,21.8,12.6,56,3.9,70,10.5,70,0,708.35833,0.54511
17-2-7 1時,1013.9,1016.7,21.6,12,54,2.8,50,8,20,0,708.64167,0.54543
17-2-7 2時,1014.2,1017,21.5,12.7,57,3.3,60,9,30,0,708.93750,0.54575
17-2-7 3時,1014.1,1016.9,21.4,13.8,62,4.9,50,12.7,40,0,709.25417,0.54607
17-2-7 4時,1013.5,1016.3,21.2,13.4,61,6.2,40,12.8,40,0,709.55833,0.54639
17-2-7 5時,1013.4,1016.2,21.2,13.5,61,5,40,12.4,50,0,709.86458,0.54670
17-2-7 6時,1012.9,1015.7,20.8,12,57,4.4,40,12.7,40,0,710.13125,0.54702
17-2-7 7時,1012.6,1015.4,21.2,11.8,55,5.1,30,12.5,20,0,710.40208,0.54734
17-2-7 8時,1012.1,1014.9,20.6,11.5,56,3.3,10,10.4,40,0,710.65417,0.54766
17-2-7 9時,1012.1,1014.9,21.3,11,52,2.4,50,10.8,50,0,710.91042,0.54798
17-2-7 10時,1013,1015.8,21.1,11.8,55,3.5,30,9.9,50,0,711.17917,0.54830
17-2-7 11時,1013.3,1016.1,19.7,11.5,59,1.7,350,8.6,60,0,711.41250,0.54862
17-2-7 12時,1014,1016.8,21.3,12.6,58,0.3,330,3,360,0.41,711.70208,0.54894
17-2-7 13時,1013.9,1016.7,22.6,13.9,58,1.7,340,4.2,10,1.08,712.04583,0.54926
17-2-7 14時,1014,1016.8,24,15.7,60,1.3,310,5.6,290,1.96,712.45625,0.54958
17-2-7 15時,1013.5,1016.3,23.6,15.4,60,2.2,330,5.5,350,1.8,712.85208,0.54990
17-2-7 16時,1012.7,1015.5,24,15.8,60,2.2,340,6.3,350,1.7,713.26458,0.55022
17-2-7 17時,1012,1014.8,24.9,15.2,55,1.5,90,5.1,350,2.34,713.68333,0.55054
17-2-7 18時,1011.4,1014.2,24.6,15.8,58,1.5,310,5.3,360,1.59,714.10833,0.55086
17-2-7 19時,1010.7,1013.5,24.7,16,58,2.6,320,6.2,360,1.97,714.53958,0.55118
17-2-7 20時,1010.8,1013.6,23.8,16.6,64,2.6,310,7.2,310,1.12,714.96458,0.55150
17-2-7 21時,1010.8,1013.6,23.1,16.5,66,1.2,340,6.7,330,0.57,715.37292,0.55182
17-2-7 22時,1010.5,1013.3,22.8,16.7,68,0.9,310,5.3,270,0,715.77917,0.55214
17-2-7 23時,1011.1,1013.9,21.8,16,70,1.4,40,4.8,330,0,716.15000,0.55246
17-2-8 0時,1011.9,1014.7,21.4,15.9,71,2.4,10,4,30,0,716.51042,0.55278
17-2-8 1時,1012.2,1015,20.8,15.8,73,0.1,0,4.1,50,0,716.85625,0.55310
17-2-8 2時,1012.5,1015.3,20,15.9,77,0.1,0,2,290,0,717.18750,0.55342
17-2-8 3時,1012.6,1015.5,18.4,15.4,83,0.3,50,1.7,80,0,717.47500,0.55374
17-2-8 4時,1012.7,1015.6,19.2,15.3,78,1.5,350,2.5,20,0,717.77708,0.55406
17-2-8 5時,1011.9,1014.8,18.9,15.1,79,0.9,10,3,30,0,718.06875,0.55438
17-2-8 6時,1011.8,1014.7,18.7,14.9,79,1.5,350,3.8,330,0,718.35208,0.55470
17-2-8 7時,1011.9,1014.8,18,14.8,82,1.4,10,3.4,360,0,718.61875,0.55502
17-2-8 8時,1012.2,1015.1,18.2,14.8,81,1,360,2.9,350,0,718.88958,0.55534
17-2-8 9時,1012.9,1015.8,18.7,15.4,81,1.9,350,3.8,340,0,719.18333,0.55566
17-2-8 10時,1013.7,1016.6,18.3,15.7,85,2.1,360,4.4,350,0,719.47500,0.55598
17-2-8 11時,1014.3,1017.2,18.4,15.6,84,2.3,360,5.8,360,0,719.76667,0.55630
17-2-8 12時,1014.9,1017.7,20.2,16.6,80,3.7,10,7.9,10,0.35,720.11667,0.55662
17-2-8 13時,1014.8,1017.6,21.6,16.2,71,4.4,40,11.5,360,1.6,720.48750,0.55694
17-2-8 14時,1014.3,1017.1,21.7,15.8,69,5.5,40,12.9,90,2.12,720.85208,0.55726
17-2-8 15時,1013.7,1016.5,20.9,14.9,69,5.5,30,12.1,30,1.25,721.18125,0.55758
17-2-8 16時,1012.7,1015.5,21.6,15.5,68,5.5,40,13.4,90,1.6,721.53750,0.55790
17-2-8 17時,1012.2,1015,20.1,14.7,71,5.1,50,12.9,40,1.12,721.84583,0.55822
17-2-8 18時,1011.5,1014.3,19.6,14.3,71,6.8,40,14.4,40,1,722.13542,0.55854
17-2-8 19時,1012.2,1015.1,19,14.1,73,5.7,40,14.1,50,0.47,722.40833,0.55886
17-2-8 20時,1013.4,1016.3,18.6,13.8,74,3.1,20,11.3,360,0,722.66667,0.55918
17-2-8 21時,1013.3,1016.2,18.3,13.7,75,3,30,10.7,40,0,722.91667,0.55950
17-2-8 22時,1013.5,1016.4,18.3,13.5,74,6.4,40,15.6,60,0,723.16250,0.55982
17-2-8 23時,1014,1016.9,18,13.5,75,5.7,40,16,40,0,723.40208,0.56014
17-2-9 0時,1014.4,1017.3,17.9,13.3,74,7.3,40,17.6,50,0,723.63542,0.56046
17-2-9 1時,1015,1017.9,17.6,13.1,75,7.5,40,19,50,0,723.85833,0.56078
17-2-9 2時,1015.3,1018.2,17.5,12.4,72,6.3,50,17,50,0,724.06458,0.56110
17-2-9 3時,1015.4,1018.3,17.1,11.9,71,8.3,40,17.6,20,0,724.25208,0.56142
17-2-9 4時,1015.3,1018.2,16.8,11.6,71,6.2,40,16.4,50,0,724.42708,0.56174
17-2-9 5時,1015.2,1018.1,16.7,11,69,4.8,30,15.4,360,0,724.58750,0.56206
17-2-9 6時,1015.5,1018.4,16.7,11,69,6.1,40,16.4,80,0,724.74792,0.56238
17-2-9 7時,1015.7,1018.6,16.5,10.6,68,6.6,50,14.6,40,0,724.89583,0.56270
17-2-9 8時,1016,1018.9,16.5,10.5,68,6.7,40,15.1,70,0,725.04167,0.56302
17-2-9 9時,1016.1,1019,16.6,10.5,67,8.3,40,16.5,50,0,725.18958,0.56334
17-2-9 10時,1016.8,1019.7,17.2,10.7,66,6.2,40,18.5,40,0.13,725.35417,0.56366
17-2-9 11時,1017.7,1020.6,17.2,10.3,64,7.6,40,20.6,50,0.04,725.51042,0.56398
17-2-9 12時,1018.3,1021.2,18.2,10.6,61,7.2,40,17.1,50,0.79,725.69375,0.56430
17-2-9 13時,1017.7,1020.6,18,10.6,62,8.3,50,18.9,70,1.51,725.87292,0.56462
17-2-9 14時,1017.5,1020.4,17.8,10.5,62,7.3,50,16.7,50,0.73,726.04583,0.56494
17-2-9 15時,1017,1019.9,18.2,10.7,62,6.3,40,14.9,50,1.13,726.23125,0.56526
17-2-9 16時,1016.2,1019.1,18.2,11,63,7.3,40,15.7,60,1.2,726.42292,0.56558
17-2-9 17時,1016.1,1019,18.2,11,63,5.3,50,15.4,40,0.95,726.61458,0.56590
17-2-9 18時,1016.4,1019.3,17.6,10.7,64,5.4,40,14.5,50,0.58,726.78750,0.56622
17-2-9 19時,1016.9,1019.8,17.2,10.5,65,4.6,40,14,40,0,726.94792,0.56654
17-2-9 20時,1017.3,1020.2,16.9,10.2,65,5.6,40,13,80,0,727.09583,0.56686
17-2-9 21時,1017.9,1020.8,17,9.9,63,7.9,50,16.2,50,0,727.23958,0.56718
17-2-9 22時,1018.1,1021,16.8,10.2,65,6.9,40,16.3,40,0,727.38542,0.56750
17-2-9 23時,1018.9,1021.8,16.9,10.4,65,6,50,17,50,0,727.53750,0.56782
17-2-10 0時,1018.6,1021.5,16.6,10.3,66,8.6,40,19.3,70,0,727.68125,0.56814
17-2-10 1時,1018.9,1021.8,16.3,10.4,68,9.1,40,19.7,40,0,727.82083,0.56846
17-2-10 2時,1018.6,1021.5,16.4,10.5,68,9.2,40,21.6,40,0,727.96458,0.56878
17-2-10 3時,1018.8,1021.7,16.4,10.2,67,8.5,40,23.9,40,0,728.10208,0.56910
17-2-10 4時,1018.4,1021.3,16.4,10.1,66,6.1,60,15,30,0,728.23750,0.56942
17-2-10 5時,1018,1020.9,16,10,68,9.7,40,20.8,60,0,728.36250,0.56974
17-2-10 6時,1018.8,1021.7,16.1,9.8,66,7.9,40,22.1,30,0,728.48542,0.57006
17-2-10 7時,1019.7,1022.6,16,9.6,66,9.1,40,25.1,40,0,728.60208,0.57038
17-2-10 8時,1020.7,1023.6,15.9,9.4,65,9,40,22,40,0,728.71250,0.57070
17-2-10 9時,1021.5,1024.4,15.9,9.7,67,7.6,50,19.1,40,0,728.82917,0.57102
17-2-10 10時,1022.1,1025,16.4,9.5,64,8.6,50,18.5,40,0.57,728.95208,0.57134
17-2-10 11時,1022,1024.9,17.5,9.9,61,7.2,40,19.3,40,1.26,729.10625,0.57166
17-2-10 12時,1021.5,1024.4,17.7,9.6,59,10.6,40,22,20,1.75,729.25833,0.57198
17-2-10 13時,1021.2,1024.1,17.6,9.3,58,10.3,50,21.3,50,2.36,729.40208,0.57230
17-2-10 14時,1020.8,1023.7,17.1,9.2,60,8.4,40,20.4,30,1.15,729.53333,0.57262
17-2-10 15時,1020.1,1023,16.7,9,60,8.8,50,17.6,40,0.6,729.65208,0.57294
17-2-10 16時,1019.9,1022.8,16.4,9.6,64,8.1,40,19.3,10,0.6,729.77708,0.57326
17-2-10 17時,1019.9,1022.8,16.5,9,61,7.5,50,15.8,50,0.16,729.89167,0.57358
17-2-10 18時,1020.6,1023.5,16,9.4,65,5.9,40,17.9,50,0,730.00417,0.57390
17-2-10 19時,1021.2,1024.1,15.8,9.3,65,7.8,30,16,50,0,730.11042,0.57422
17-2-10 20時,1021.5,1024.4,16,9.6,66,8,50,18.3,50,0,730.22708,0.57454
17-2-10 21時,1021.9,1024.8,16.2,9.5,64,8.9,40,18.1,60,0,730.34583,0.57486
17-2-10 22時,1022.3,1025.2,16.4,9.9,65,6.6,50,17.6,50,0,730.47708,0.57518
17-2-10 23時,1022.4,1025.3,16.2,9.8,66,8.1,40,20.3,60,0,730.60208,0.57550
17-2-11 0時,1022.3,1025.2,16.4,9.7,65,8.6,40,18.6,60,0,730.72917,0.57582
17-2-11 1時,1022.5,1025.4,16.6,10,65,7.9,40,17.2,40,0,730.86667,0.57614
17-2-11 2時,1021.6,1024.5,16.4,9.3,63,7.6,40,17.4,30,0,730.98542,0.57646
17-2-11 3時,1021.5,1024.4,16.4,9.5,64,6.9,40,16.6,30,0,731.10833,0.57678
17-2-11 4時,1021.1,1024,16.6,9.8,64,7.3,40,16.4,50,0,731.24167,0.57710
17-2-11 5時,1021.3,1024.2,16.8,9.6,62,7.7,40,17.1,60,0,731.37500,0.57742
17-2-11 6時,1022.3,1025.2,17,9.8,63,5.2,50,17.5,30,0,731.51667,0.57774
17-2-11 7時,1022.1,1025,17.2,9.9,62,5.4,50,13.7,50,0,731.66458,0.57805
17-2-11 8時,1022.7,1025.6,17.6,9.9,61,7.3,40,18.6,40,0.14,731.82083,0.57837
17-2-11 9時,1023.4,1026.3,18.2,10.5,61,5.2,50,14.8,50,0.6,732.00208,0.57869
17-2-11 10時,1023.6,1026.5,19.2,10.9,59,5.6,60,12.6,30,1.05,732.21250,0.57901
17-2-11 11時,1023.1,1026,20.6,11.2,55,6.5,50,17.4,40,2.25,732.45833,0.57933
17-2-11 12時,1022.9,1025.8,20.4,11.4,56,6.2,50,14.2,50,2.55,732.70417,0.57965
17-2-11 13時,1021.5,1024.4,20.3,11.3,56,6.9,50,14.9,50,2.64,732.94583,0.57997
17-2-11 14時,1020.9,1023.8,20.9,11.6,55,5.9,50,13.9,40,2.38,733.20625,0.58029
17-2-11 15時,1020.5,1023.4,20.8,10.8,53,4.7,40,14.6,70,2.52,733.44792,0.58061
17-2-11 16時,1020.4,1023.3,19.8,10.2,54,7.2,40,16.1,50,1.59,733.65625,0.58093
17-2-11 17時,1020.8,1023.7,18.8,10.8,60,6.6,40,14.7,30,0.48,733.85625,0.58125
17-2-11 18時,1021.1,1024,18.3,11.3,64,4.8,50,14.1,50,0,734.05625,0.58157
17-2-11 19時,1021.7,1024.6,18.4,10.7,61,6.1,40,15.8,60,0,734.24583,0.58189
17-2-11 20時,1022.4,1025.3,18.3,10.2,59,8.1,40,17,60,0,734.42292,0.58221
17-2-11 21時,1022.4,1025.3,18.3,10.6,61,7.3,40,18,60,0,734.60833,0.58253
17-2-11 22時,1022.4,1025.3,18.3,10.8,62,6.6,40,16.3,50,0,734.79792,0.58285
17-2-11 23時,1022.2,1025.1,18.2,11.2,64,7.8,40,17,40,0,734.99375,0.58317
17-2-12 0時,1022.1,1025,18.4,10.3,59,6,40,16.6,30,0,735.17500,0.58349
17-2-12 1時,1021.8,1024.7,18.7,11,61,7.1,40,16.3,30,0,735.37708,0.58381
17-2-12 2時,1021.6,1024.5,18.8,11.9,64,4.4,50,17.3,50,0,735.60000,0.58413
17-2-12 3時,1021.6,1024.5,18.6,11.6,64,6,40,13.4,50,0,735.81250,0.58445
17-2-12 4時,1022.1,1025,18.6,11.8,65,6.2,40,13.5,30,0,736.02917,0.58477
17-2-12 5時,1022.7,1025.6,18.6,12.1,66,6.3,50,16,30,0,736.25208,0.58509
17-2-12 6時,1023.3,1026.2,18.7,12.2,66,7.5,50,15,60,0,736.47917,0.58541
17-2-12 7時,1023.7,1026.6,19.5,12.3,63,4.5,60,15.2,50,0.34,736.72500,0.58573
17-2-12 8時,1024.4,1027.3,20.3,13.1,63,5.8,50,13.6,40,1.1,737.00417,0.58605
17-2-12 9時,1024.5,1027.4,20.6,13.5,64,7.3,40,15,50,1.76,737.29792,0.58637
17-2-12 10時,1024,1026.9,21.4,13.9,62,6.1,40,14.6,40,2.31,737.61667,0.58669
17-2-12 11時,1023.3,1026.1,22.5,14.1,59,6.2,40,13.8,20,2.87,737.96250,0.58701
17-2-12 12時,1022.5,1025.3,22.8,13.7,56,5.6,50,15.4,80,2.88,738.30625,0.58733
17-2-12 13時,1022.3,1025.1,22.7,13.8,57,5.5,50,13.2,90,2.37,738.65000,0.58765
17-2-12 14時,1022.2,1025,22.3,13.5,57,3.2,60,15.7,70,1.82,738.97917,0.58797
17-2-12 15時,1022.3,1025.2,21.7,13.8,61,5.4,60,12.1,60,1.41,739.30208,0.58829
17-2-12 16時,1023,1025.9,21.3,13,59,5.2,60,15.4,50,0.77,739.60000,0.58861
17-2-12 17時,1023.1,1026,20.5,13,62,5.2,50,14.3,40,0.07,739.88125,0.58893
17-2-12 18時,1023.3,1026.2,19.6,13.9,70,5.9,50,13,70,0,740.16250,0.58925
17-2-12 19時,1024,1026.9,19.7,13.2,66,6.3,50,15.8,40,0,740.43125,0.58957
17-2-12 20時,1024.5,1027.4,19.4,12.8,66,7.5,50,15.6,60,0,740.68542,0.58989
17-2-12 21時,1024.7,1027.6,19.6,13,66,7,40,17.9,40,0,740.94792,0.59021
17-2-12 22時,1024.7,1027.6,19.5,12.4,64,8.6,40,17.8,40,0,741.19583,0.59053
17-2-12 23時,1025.1,1028,19.6,12.8,65,5.5,50,17,50,0,741.45417,0.59085
17-2-13 0時,1024.7,1027.6,18.9,13.5,71,7,60,17.1,30,0,741.71250,0.59117
17-2-13 1時,1024.4,1027.3,18.9,13.6,71,7.4,60,16,90,0,741.97292,0.59149
17-2-13 2時,1024.1,1027,18.9,13.7,72,6.3,50,15.4,60,0,742.23542,0.59181
17-2-13 3時,1024.3,1027.2,18.1,14,77,5.8,60,14.4,50,0,742.48750,0.59213
17-2-13 4時,1025.1,1028,18.2,13.9,76,5.9,50,15.1,70,0,742.73958,0.59245
17-2-13 5時,1025.5,1028.4,18.8,13.8,73,5.5,50,14.6,50,0,743.00208,0.59277
17-2-13 6時,1026.1,1029,18.7,14,74,5.7,50,14.7,60,0.2,743.26667,0.59309
17-2-13 7時,1026.9,1029.8,19,13.8,72,6.6,50,15.1,50,0.4,743.53333,0.59341
17-2-13 8時,1026.9,1029.8,19.7,13.4,67,6.2,40,12.9,40,0.88,743.80625,0.59373
17-2-13 9時,1026.8,1029.7,20.2,13.8,67,5.3,40,14.8,50,1.01,744.09792,0.59405
17-2-13 10時,1026,1028.9,21.2,13.7,62,6.3,60,12.7,50,1.01,744.40833,0.59437
17-2-13 11時,1025.1,1028,22.2,14,60,7.6,70,16.7,80,2.79,744.74583,0.59469
17-2-13 12時,1024.6,1027.5,22.2,13.9,59,6.8,70,15.3,80,2.54,745.08125,0.59501
17-2-13 13時,1024.5,1027.4,22.3,12.9,55,6.4,80,15.5,70,2.06,745.39792,0.59533
17-2-13 14時,1024.2,1027.1,21.8,12.6,56,6.7,70,15.6,80,1.58,745.69792,0.59565
17-2-13 15時,1025.3,1028.2,21.4,12,55,3.8,80,12.6,70,0.97,745.97708,0.59597
17-2-13 16時,1025.7,1028.6,20.6,11.9,57,3.6,60,8,70,0.07,746.23750,0.59629
17-2-13 17時,1025.9,1028.8,20.5,12,58,4.1,70,8.7,80,0,746.49792,0.59661
17-2-13 18時,1026.2,1029.1,20.6,12,58,4.5,60,9.1,80,0,746.76042,0.59693
17-2-13 19時,1026.4,1029.3,20.4,11.4,56,2.9,60,10.6,80,0,747.00625,0.59725
17-2-13 20時,1026.5,1029.4,20.5,11.4,56,3.4,70,9.7,90,0,747.25417,0.59757
17-2-13 21時,1026.6,1029.5,20.3,12.2,60,4.4,40,10.4,50,0,747.51458,0.59789
17-2-13 22時,1026.5,1029.4,19.8,12.1,61,4.2,50,9.4,40,0,747.76250,0.59821
17-2-13 23時,1024.5,1027.4,19.6,10.4,55,6.3,50,16.6,40,0,747.97083,0.59853
17-2-14 0時,1023.8,1026.7,20.2,7.4,43,6,40,13.1,50,0,748.12917,0.59885
17-2-14 1時,1023.8,1026.7,19.6,9.2,51,5.8,50,13.6,40,0,748.31250,0.59917
17-2-14 2時,1023.6,1026.5,19.7,9.8,53,6.7,50,14.6,40,0,748.51042,0.59949
17-2-14 3時,1024.2,1027.1,19.8,9,50,4.8,50,13.3,50,0,748.69375,0.59981
17-2-14 4時,1024.5,1027.4,19.9,8.3,47,5.8,40,12.9,40,0,748.86458,0.60013
17-2-14 5時,1024.7,1027.6,21.3,9.2,46,4.1,50,13.1,40,0.44,749.08333,0.60045
17-2-14 6時,1025,1027.9,22.4,8.9,42,4.2,60,10.7,40,1.22,749.31875,0.60077
17-2-14 7時,1024.8,1027.6,23.1,9.4,42,6.1,80,10.6,70,1.96,749.57917,0.60109
17-2-14 8時,1024.3,1027.1,24.4,10.1,40,5.2,80,12.3,80,2.53,749.88125,0.60141
17-2-14 9時,1023.6,1026.4,23.1,10.1,44,5.5,80,13.7,60,2.1,750.15625,0.60173
17-2-14 10時,1022.7,1025.5,25.1,12.1,44,5,80,11.9,70,2.71,750.51458,0.60205
17-2-14 11時,1021.6,1024.4,24.2,12.9,49,6.2,80,11.6,60,2.66,750.87083,0.60237
17-2-14 12時,1021.1,1023.9,23.7,13.4,52,6.2,70,12.6,70,2.27,751.22708,0.60269
17-2-14 13時,1020.7,1023.5,24,14.1,54,4.5,80,11.4,50,1.6,751.60417,0.60301
17-2-14 14時,1021,1023.8,22.7,12.9,54,6,70,11.9,60,0.82,751.92917,0.60333
17-2-14 15時,1021.2,1024,21.9,12.6,56,4.5,70,9.6,70,0.12,752.23125,0.60365
17-2-14 16時,1021.4,1024.3,21.7,12.7,57,3.9,80,9.1,80,0,752.53125,0.60397
17-2-14 17時,1022,1024.9,21.9,12.9,57,3,70,8,50,0,752.83958,0.60429
17-2-14 18時,1022.1,1025,21.9,13.9,60,2.5,60,7.1,80,0,753.16875,0.60461
17-2-14 19時,1022,1024.9,21.8,14,61,4,80,8.4,70,0,753.49792,0.60493
17-2-14 20時,1021.6,1024.5,21,14.5,66,4.1,40,8.3,50,0,753.82083,0.60525
17-2-14 21時,1021.4,1024.3,20.2,15.2,73,4,40,9.3,40,0,754.14167,0.60557
17-2-14 22時,1020.1,1023,19.9,14.6,72,3.4,80,8.6,50,0,754.44375,0.60589
17-2-14 23時,1019.5,1022.4,19.6,14.4,72,1.7,V,6.8,20,0,754.73542,0.60621
17-2-15 0時,1019.1,1022,19.2,14.9,76,0.9,20,8,60,0,755.02917,0.60653
17-2-15 1時,1019.1,1022,19.3,14.2,72,0.9,V,5.7,30,0,755.31042,0.60685
17-2-15 2時,1019.4,1022.3,18.1,14.4,79,0.2,0,3.9,350,0,755.57083,0.60717
17-2-15 3時,1019.6,1022.5,18.4,15.1,81,0.2,0,2,40,0,755.85208,0.60749
17-2-15 4時,1019.6,1022.5,21,15.4,70,0.6,30,3,350,0.52,756.19375,0.60781
17-2-15 5時,1019.8,1022.6,23,15.6,63,0.9,80,4.3,20,1.28,756.58125,0.60813
17-2-15 6時,1020.3,1023.1,24.1,15.9,60,1.8,40,6,80,1.81,756.99792,0.60845
17-2-15 7時,1019.8,1022.6,24.5,15.9,59,2,60,7.6,100,2.32,757.42292,0.60877
17-2-15 8時,1019.5,1022.3,24,16.2,62,3.8,80,8.4,80,2.42,757.84375,0.60908
17-2-15 9時,1018.5,1021.3,24.1,15.5,59,3.1,80,9.1,80,1.59,758.25208,0.60940
17-2-15 10時,1017.9,1020.7,23.5,15.4,60,3.2,90,8.2,80,0.71,758.64583,0.60972
17-2-15 11時,1017.3,1020.1,24.1,15.6,59,3.8,70,8.9,60,1.02,759.05625,0.61004
17-2-15 12時,1017,1019.8,24.2,15.3,58,4,100,8.8,60,1.59,759.46250,0.61036
17-2-15 13時,1017.5,1020.3,23.8,15.3,59,3.4,70,6.9,40,0.79,759.86042,0.61068
17-2-15 14時,1017.9,1020.7,22.5,14.6,61,1,90,5.2,40,0.09,760.21667,0.61100
17-2-15 15時,1018.6,1021.4,21.2,14.9,67,0.4,120,1.6,110,0,760.55208,0.61132
17-2-15 16時,1019.1,1022,20.1,15.1,73,0.5,160,2.7,340,0,760.86875,0.61164
17-2-15 17時,1019.3,1022.2,19.9,15.1,74,0.3,10,1.7,80,0,761.18125,0.61196
17-2-15 18時,1019.4,1022.3,20.7,15.5,72,0.3,130,3,210,0,761.51875,0.61228
17-2-15 19時,1019.2,1022.1,20.8,15.4,71,0.5,240,2.7,80,0,761.85625,0.61260
17-2-15 20時,1018.6,1021.4,21.1,15.2,69,0.3,V,3.8,90,0,762.19583,0.61292
17-2-15 21時,1017.6,1020.5,20.7,15.5,72,0.6,130,4.5,100,0,762.53333,0.61324
17-2-15 22時,1017.3,1020.2,20.1,15.8,76,0.8,350,2.5,110,0,762.86458,0.61356
17-2-15 23時,1017.3,1020.2,19.6,15.7,78,0.3,340,2.2,360,0,763.18333,0.61388
17-2-16 0時,1017.4,1020.3,19.3,15.8,80,0.3,40,1.6,80,0,763.49792,0.61420
17-2-16 1時,1018.3,1021.2,18.6,15.3,81,0.1,0,1.7,70,0,763.78750,0.61452
17-2-16 2時,1018.9,1021.8,19.6,15.8,79,0.1,0,1.6,340,0,764.10833,0.61484
17-2-16 3時,1019.5,1022.4,21.2,16.5,75,0.2,0,1.6,300,0,764.47708,0.61516
17-2-16 4時,1020,1022.8,23.2,17.3,69,0.4,150,2.5,110,0.65,764.90417,0.61548
17-2-16 5時,1019.9,1022.7,24.6,17.4,64,0.3,160,3.5,110,0.81,765.36250,0.61580
17-2-16 6時,1019.2,1022,25.9,17.5,60,3.3,80,7.1,30,1.89,765.85000,0.61612
17-2-16 7時,1018.5,1021.3,25.1,16.7,60,2.9,80,9.8,90,2.23,766.30417,0.61644
17-2-16 8時,1017.7,1020.5,26.5,16.7,55,4,100,8.7,110,1.77,766.78750,0.61676
17-2-16 9時,1017,1019.8,26.7,16.7,54,3.3,60,8,90,2.26,767.27500,0.61708
17-2-16 10時,1016.7,1019.5,25.8,16.1,55,2.7,90,8.4,100,1.39,767.73125,0.61740
17-2-16 11時,1016.8,1019.6,25.6,16.1,56,3,100,6.4,130,0.79,768.18333,0.61772
17-2-16 12時,1017.3,1020.1,24.9,16.3,59,2.2,60,7,100,0.69,768.62500,0.61804
17-2-16 13時,1017.4,1020.2,23.1,16.6,67,2,30,4.8,50,0.01,769.03542,0.61836
17-2-16 14時,1018.1,1020.9,22.3,16.6,70,0.6,110,4.1,20,0,769.42917,0.61868
17-2-16 15時,1018.6,1021.4,22.1,16.9,72,0.3,290,5.8,30,0,769.82500,0.61900
17-2-16 16時,1018.9,1021.7,22.2,16.8,71,0.3,V,3.3,50,0,770.22083,0.61932
17-2-16 17時,1019,1021.8,22.2,17,72,1.2,230,6,90,0,770.62083,0.61964
17-2-16 18時,1018.7,1021.5,22.7,16.7,69,2.2,40,7.7,80,0,771.02500,0.61996
17-2-16 19時,1018.4,1021.2,22.9,16.5,67,4.8,60,11.4,70,0,771.42917,0.62028
17-2-16 20時,1017.6,1020.4,22.4,15.8,66,2.3,30,8.9,70,0,771.80833,0.62060
17-2-16 21時,1017.8,1020.6,22.4,16.6,70,1.9,30,7.7,10,0,772.20417,0.62092
17-2-16 22時,1017.6,1020.4,21.9,16.2,70,2.3,10,4.4,30,0,772.58125,0.62124
17-2-16 23時,1018,1020.9,20.1,15.8,76,0.1,0,4.5,340,0,772.91250,0.62156
17-2-17 0時,1018.4,1021.2,21.6,16.3,72,1.6,360,4.9,40,0,773.28542,0.62188
17-2-17 1時,1019,1021.8,21.6,16.3,72,0.9,350,3.7,340,0,773.65833,0.62220
